Estación,Latitud,Longitud,Fecha Inicio Evento,Fecha,Fecha Final Evento,Valor,Acumulado 10 dias ,Acumulado 30 dias ,Acumulado 60 dias ,Acumulado 90 dias ,MOVIMIENTO
datos_11077030,6.616666667,-76.75,1969-01-01,1969-01-01,1969-01-01,30.0,0.0,0.0,0.0,0.0,NO
datos_11077030,6.616666667,-76.75,1969-01-02,1969-01-02,1969-01-02,90.0,30.0,30.0,30.0,30.0,NO
datos_11077030,6.616666667,-76.75,1969-01-13,1969-01-13,1969-01-13,11.0,90.0,120.0,120.0,120.0,NO
datos_11077030,6.616666667,-76.75,1969-01-14,1969-01-14,1969-01-14,12.0,11.0,131.0,131.0,131.0,NO
datos_11077030,6.616666667,-76.75,1969-01-17,1969-01-17,1969-01-17,55.0,23.0,143.0,143.0,143.0,NO
datos_11077030,6.616666667,-76.75,1969-01-18,1969-01-18,1969-01-18,70.0,78.0,198.0,198.0,198.0,NO
datos_11077030,6.616666667,-76.75,1969-01-19,1969-01-19,1969-01-19,4.0,148.0,268.0,268.0,268.0,NO
datos_11077030,6.616666667,-76.75,1969-01-20,1969-01-20,1969-01-20,16.0,152.0,272.0,272.0,272.0,NO
datos_11077030,6.616666667,-76.75,1969-01-21,1969-01-21,1969-01-21,21.0,168.0,288.0,288.0,288.0,NO
datos_11077030,6.616666667,-76.75,1969-01-22,1969-01-22,1969-01-22,33.0,189.0,309.0,309.0,309.0,NO
datos_11077030,6.616666667,-76.75,1969-01-23,1969-01-23,1969-01-23,11.0,222.0,342.0,342.0,342.0,NO
datos_11077030,6.616666667,-76.75,1969-01-24,1969-01-24,1969-01-24,23.0,233.0,353.0,353.0,353.0,NO
datos_11077030,6.616666667,-76.75,1969-01-25,1969-01-25,1969-01-25,11.0,245.0,376.0,376.0,376.0,NO
datos_11077030,6.616666667,-76.75,1969-01-26,1969-01-26,1969-01-26,20.0,244.0,387.0,387.0,387.0,NO
datos_11077030,6.616666667,-76.75,1969-01-29,1969-01-29,1969-01-29,55.0,209.0,407.0,407.0,407.0,NO
datos_11077030,6.616666667,-76.75,1969-02-02,1969-02-02,1969-02-02,2.0,153.0,432.0,462.0,462.0,NO
datos_11077030,6.616666667,-76.75,1969-02-03,1969-02-03,1969-02-03,25.0,122.0,344.0,464.0,464.0,NO
datos_11077030,6.616666667,-76.75,1969-02-04,1969-02-04,1969-02-04,19.0,136.0,369.0,489.0,489.0,NO
datos_11077030,6.616666667,-76.75,1969-02-05,1969-02-05,1969-02-05,9.0,132.0,388.0,508.0,508.0,NO
datos_11077030,6.616666667,-76.75,1969-02-06,1969-02-06,1969-02-06,4.0,130.0,397.0,517.0,517.0,NO
datos_11077030,6.616666667,-76.75,1969-02-07,1969-02-07,1969-02-07,25.0,114.0,401.0,521.0,521.0,NO
datos_11077030,6.616666667,-76.75,1969-02-09,1969-02-09,1969-02-09,55.0,139.0,426.0,546.0,546.0,NO
datos_11077030,6.616666667,-76.75,1969-02-13,1969-02-13,1969-02-13,30.0,139.0,481.0,601.0,601.0,NO
datos_11077030,6.616666667,-76.75,1969-02-14,1969-02-14,1969-02-14,4.0,167.0,500.0,631.0,631.0,NO
datos_11077030,6.616666667,-76.75,1969-02-15,1969-02-15,1969-02-15,10.0,146.0,492.0,635.0,635.0,NO
datos_11077030,6.616666667,-76.75,1969-02-21,1969-02-21,1969-02-21,55.0,44.0,357.0,645.0,645.0,NO
datos_11077030,6.616666667,-76.75,1969-02-22,1969-02-22,1969-02-22,23.0,99.0,391.0,700.0,700.0,NO
datos_11077030,6.616666667,-76.75,1969-02-23,1969-02-23,1969-02-23,30.0,122.0,381.0,723.0,723.0,NO
datos_11077030,6.616666667,-76.75,1969-02-26,1969-02-26,1969-02-26,50.0,118.0,366.0,753.0,753.0,NO
datos_11077030,6.616666667,-76.75,1969-03-02,1969-03-02,1969-03-02,29.0,158.0,341.0,803.0,803.0,NO
datos_11077030,6.616666667,-76.75,1969-03-04,1969-03-04,1969-03-04,4.0,187.0,370.0,802.0,832.0,NO
datos_11077030,6.616666667,-76.75,1969-03-06,1969-03-06,1969-03-06,20.0,113.0,372.0,716.0,836.0,NO
datos_11077030,6.616666667,-76.75,1969-03-07,1969-03-07,1969-03-07,5.0,103.0,367.0,736.0,856.0,NO
datos_11077030,6.616666667,-76.75,1969-03-10,1969-03-10,1969-03-10,21.0,58.0,340.0,741.0,861.0,NO
datos_11077030,6.616666667,-76.75,1969-03-12,1969-03-12,1969-03-12,82.0,79.0,336.0,762.0,882.0,NO
datos_11077030,6.616666667,-76.75,1969-03-14,1969-03-14,1969-03-14,60.0,132.0,363.0,844.0,964.0,NO
datos_11077030,6.616666667,-76.75,1969-03-21,1969-03-21,1969-03-21,54.0,163.0,379.0,756.0,1024.0,NO
datos_11077030,6.616666667,-76.75,1969-03-24,1969-03-24,1969-03-24,21.0,114.0,433.0,769.0,1078.0,NO
datos_11077030,6.616666667,-76.75,1969-03-25,1969-03-25,1969-03-25,25.0,135.0,399.0,757.0,1099.0,NO
datos_11077030,6.616666667,-76.75,1969-03-27,1969-03-27,1969-03-27,33.0,100.0,371.0,748.0,1124.0,NO
datos_11077030,6.616666667,-76.75,1969-04-05,1969-04-05,1969-04-05,20.0,58.0,321.0,693.0,1037.0,NO
datos_11077030,6.616666667,-76.75,1969-04-08,1969-04-08,1969-04-08,34.0,20.0,316.0,660.0,1057.0,NO
datos_11077030,6.616666667,-76.75,1969-04-11,1969-04-11,1969-04-11,30.0,54.0,329.0,665.0,1091.0,NO
datos_11077030,6.616666667,-76.75,1969-04-12,1969-04-12,1969-04-12,20.0,84.0,359.0,640.0,1121.0,NO
datos_11077030,6.616666667,-76.75,1969-04-13,1969-04-13,1969-04-13,80.0,104.0,297.0,660.0,1141.0,NO
datos_11077030,6.616666667,-76.75,1969-04-14,1969-04-14,1969-04-14,56.0,184.0,377.0,740.0,1221.0,NO
datos_11077030,6.616666667,-76.75,1969-04-15,1969-04-15,1969-04-15,127.0,240.0,373.0,796.0,1266.0,NO
datos_11077030,6.616666667,-76.75,1969-04-16,1969-04-16,1969-04-16,7.0,367.0,500.0,893.0,1381.0,NO
datos_11077030,6.616666667,-76.75,1969-04-21,1969-04-21,1969-04-21,24.0,320.0,507.0,886.0,1259.0,NO
datos_11077030,6.616666667,-76.75,1969-04-24,1969-04-24,1969-04-24,55.0,294.0,477.0,855.0,1213.0,NO
datos_11077030,6.616666667,-76.75,1969-04-28,1969-04-28,1969-04-28,22.0,79.0,453.0,857.0,1203.0,NO
datos_11077030,6.616666667,-76.75,1969-05-01,1969-05-01,1969-05-01,12.0,101.0,475.0,829.0,1170.0,NO
datos_11077030,6.616666667,-76.75,1969-05-02,1969-05-02,1969-05-02,10.0,113.0,487.0,841.0,1182.0,NO
datos_11077030,6.616666667,-76.75,1969-05-04,1969-05-04,1969-05-04,7.0,99.0,497.0,822.0,1192.0,NO
datos_11077030,6.616666667,-76.75,1969-05-07,1969-05-07,1969-05-07,3.0,51.0,484.0,805.0,1153.0,NO
datos_11077030,6.616666667,-76.75,1969-05-09,1969-05-09,1969-05-09,46.0,54.0,487.0,803.0,1143.0,NO
datos_11077030,6.616666667,-76.75,1969-05-10,1969-05-10,1969-05-10,57.0,78.0,499.0,849.0,1164.0,NO
datos_11077030,6.616666667,-76.75,1969-05-11,1969-05-11,1969-05-11,21.0,135.0,556.0,885.0,1221.0,NO
datos_11077030,6.616666667,-76.75,1969-05-12,1969-05-12,1969-05-12,61.0,156.0,577.0,906.0,1187.0,NO
datos_11077030,6.616666667,-76.75,1969-05-13,1969-05-13,1969-05-13,2.0,205.0,608.0,885.0,1248.0,NO
datos_11077030,6.616666667,-76.75,1969-05-14,1969-05-14,1969-05-14,12.0,197.0,590.0,887.0,1250.0,NO
datos_11077030,6.616666667,-76.75,1969-05-15,1969-05-15,1969-05-15,3.0,209.0,522.0,839.0,1262.0,NO
datos_11077030,6.616666667,-76.75,1969-05-16,1969-05-16,1969-05-16,74.0,205.0,469.0,842.0,1235.0,NO
datos_11077030,6.616666667,-76.75,1969-05-17,1969-05-17,1969-05-17,22.0,279.0,416.0,916.0,1305.0,NO
datos_11077030,6.616666667,-76.75,1969-05-19,1969-05-19,1969-05-19,40.0,298.0,431.0,938.0,1317.0,NO
datos_11077030,6.616666667,-76.75,1969-05-21,1969-05-21,1969-05-21,4.0,292.0,471.0,978.0,1357.0,NO
datos_11077030,6.616666667,-76.75,1969-05-22,1969-05-22,1969-05-22,7.0,239.0,475.0,928.0,1361.0,NO
datos_11077030,6.616666667,-76.75,1969-05-23,1969-05-23,1969-05-23,12.0,225.0,458.0,935.0,1368.0,NO
datos_11077030,6.616666667,-76.75,1969-05-25,1969-05-25,1969-05-25,8.0,174.0,470.0,926.0,1302.0,NO
datos_11077030,6.616666667,-76.75,1969-05-26,1969-05-26,1969-05-26,120.0,170.0,423.0,909.0,1280.0,NO
datos_11077030,6.616666667,-76.75,1969-05-27,1969-05-27,1969-05-27,11.0,287.0,543.0,1029.0,1400.0,NO
datos_11077030,6.616666667,-76.75,1969-05-29,1969-05-29,1969-05-29,70.0,202.0,554.0,1007.0,1361.0,NO
datos_11077030,6.616666667,-76.75,1969-05-30,1969-05-30,1969-05-30,100.0,272.0,602.0,1077.0,1431.0,NO
datos_11077030,6.616666667,-76.75,1969-06-02,1969-06-02,1969-06-02,11.0,328.0,690.0,1177.0,1502.0,NO
datos_11077030,6.616666667,-76.75,1969-06-03,1969-06-03,1969-06-03,30.0,332.0,691.0,1188.0,1513.0,NO
datos_11077030,6.616666667,-76.75,1969-06-05,1969-06-05,1969-06-05,12.0,350.0,714.0,1218.0,1539.0,NO
datos_11077030,6.616666667,-76.75,1969-06-06,1969-06-06,1969-06-06,40.0,354.0,726.0,1210.0,1531.0,NO
datos_11077030,6.616666667,-76.75,1969-06-07,1969-06-07,1969-06-07,28.0,274.0,766.0,1250.0,1566.0,NO
datos_11077030,6.616666667,-76.75,1969-06-09,1969-06-09,1969-06-09,5.0,291.0,791.0,1244.0,1594.0,NO
datos_11077030,6.616666667,-76.75,1969-06-10,1969-06-10,1969-06-10,11.0,226.0,750.0,1249.0,1578.0,NO
datos_11077030,6.616666667,-76.75,1969-06-11,1969-06-11,1969-06-11,16.0,137.0,704.0,1260.0,1589.0,NO
datos_11077030,6.616666667,-76.75,1969-06-12,1969-06-12,1969-06-12,2.0,153.0,699.0,1246.0,1523.0,NO
datos_11077030,6.616666667,-76.75,1969-06-13,1969-06-13,1969-06-13,24.0,155.0,640.0,1228.0,1525.0,NO
datos_11077030,6.616666667,-76.75,1969-06-14,1969-06-14,1969-06-14,20.0,168.0,662.0,1172.0,1489.0,NO
datos_11077030,6.616666667,-76.75,1969-06-15,1969-06-15,1969-06-15,25.0,158.0,670.0,1136.0,1509.0,NO
datos_11077030,6.616666667,-76.75,1969-06-18,1969-06-18,1969-06-18,75.0,131.0,596.0,1027.0,1534.0,NO
datos_11077030,6.616666667,-76.75,1969-06-19,1969-06-19,1969-06-19,21.0,178.0,671.0,1102.0,1609.0,NO
datos_11077030,6.616666667,-76.75,1969-06-20,1969-06-20,1969-06-20,5.0,199.0,652.0,1123.0,1630.0,NO
datos_11077030,6.616666667,-76.75,1969-06-21,1969-06-21,1969-06-21,9.0,199.0,657.0,1128.0,1581.0,NO
datos_11077030,6.616666667,-76.75,1969-06-23,1969-06-23,1969-06-23,78.0,181.0,655.0,1113.0,1590.0,NO
datos_11077030,6.616666667,-76.75,1969-06-24,1969-06-24,1969-06-24,44.0,257.0,721.0,1191.0,1647.0,NO
datos_11077030,6.616666667,-76.75,1969-06-25,1969-06-25,1969-06-25,12.0,277.0,765.0,1180.0,1666.0,NO
datos_11077030,6.616666667,-76.75,1969-06-26,1969-06-26,1969-06-26,40.0,269.0,769.0,1192.0,1678.0,NO
datos_11077030,6.616666667,-76.75,1969-06-28,1969-06-28,1969-06-28,7.0,284.0,678.0,1232.0,1685.0,NO
datos_11077030,6.616666667,-76.75,1969-07-01,1969-07-01,1969-07-01,75.0,195.0,515.0,1217.0,1692.0,NO
datos_11077030,6.616666667,-76.75,1969-07-02,1969-07-02,1969-07-02,15.0,265.0,590.0,1280.0,1767.0,NO
datos_11077030,6.616666667,-76.75,1969-07-03,1969-07-03,1969-07-03,4.0,271.0,605.0,1285.0,1782.0,NO
datos_11077030,6.616666667,-76.75,1969-07-04,1969-07-04,1969-07-04,30.0,275.0,598.0,1289.0,1786.0,NO
datos_11077030,6.616666667,-76.75,1969-07-05,1969-07-05,1969-07-05,13.0,227.0,598.0,1312.0,1816.0,NO
datos_11077030,6.616666667,-76.75,1969-07-06,1969-07-06,1969-07-06,55.0,196.0,611.0,1325.0,1809.0,NO
datos_11077030,6.616666667,-76.75,1969-07-09,1969-07-09,1969-07-09,10.0,199.0,586.0,1377.0,1830.0,NO
datos_11077030,6.616666667,-76.75,1969-07-10,1969-07-10,1969-07-10,26.0,202.0,596.0,1341.0,1840.0,NO
datos_11077030,6.616666667,-76.75,1969-07-13,1969-07-13,1969-07-13,29.0,153.0,590.0,1228.0,1816.0,NO
datos_11077030,6.616666667,-76.75,1969-07-15,1969-07-15,1969-07-15,114.0,163.0,593.0,1243.0,1709.0,NO
datos_11077030,6.616666667,-76.75,1969-07-16,1969-07-16,1969-07-16,22.0,247.0,687.0,1354.0,1696.0,NO
datos_11077030,6.616666667,-76.75,1969-07-20,1969-07-20,1969-07-20,12.0,201.0,609.0,1240.0,1711.0,NO
datos_11077030,6.616666667,-76.75,1969-07-21,1969-07-21,1969-07-21,6.0,203.0,600.0,1252.0,1723.0,NO
datos_11077030,6.616666667,-76.75,1969-07-22,1969-07-22,1969-07-22,6.0,183.0,601.0,1254.0,1705.0,NO
datos_11077030,6.616666667,-76.75,1969-07-24,1969-07-24,1969-07-24,17.0,189.0,598.0,1241.0,1711.0,NO
datos_11077030,6.616666667,-76.75,1969-07-25,1969-07-25,1969-07-25,34.0,177.0,537.0,1258.0,1673.0,NO
datos_11077030,6.616666667,-76.75,1969-07-26,1969-07-26,1969-07-26,7.0,211.0,527.0,1284.0,1707.0,NO
datos_11077030,6.616666667,-76.75,1969-07-28,1969-07-28,1969-07-28,10.0,82.0,482.0,1160.0,1714.0,NO
datos_11077030,6.616666667,-76.75,1969-07-29,1969-07-29,1969-07-29,94.0,92.0,492.0,1170.0,1702.0,NO
datos_11077030,6.616666667,-76.75,1969-07-31,1969-07-31,1969-07-31,20.0,186.0,579.0,1094.0,1796.0,NO
datos_11077030,6.616666667,-76.75,1969-08-01,1969-08-01,1969-08-01,8.0,194.0,599.0,1114.0,1804.0,NO
datos_11077030,6.616666667,-76.75,1969-08-02,1969-08-02,1969-08-02,6.0,196.0,532.0,1122.0,1802.0,NO
datos_11077030,6.616666667,-76.75,1969-08-03,1969-08-03,1969-08-03,31.0,196.0,523.0,1117.0,1808.0,NO
datos_11077030,6.616666667,-76.75,1969-08-05,1969-08-05,1969-08-05,6.0,210.0,520.0,1118.0,1832.0,NO
datos_11077030,6.616666667,-76.75,1969-08-06,1969-08-06,1969-08-06,132.0,182.0,513.0,1112.0,1838.0,NO
datos_11077030,6.616666667,-76.75,1969-08-07,1969-08-07,1969-08-07,2.0,307.0,590.0,1204.0,1967.0,NO
datos_11077030,6.616666667,-76.75,1969-08-08,1969-08-08,1969-08-08,10.0,309.0,592.0,1178.0,1969.0,NO
datos_11077030,6.616666667,-76.75,1969-08-09,1969-08-09,1969-08-09,3.0,309.0,602.0,1188.0,1933.0,NO
datos_11077030,6.616666667,-76.75,1969-08-10,1969-08-10,1969-08-10,19.0,218.0,595.0,1186.0,1879.0,NO
datos_11077030,6.616666667,-76.75,1969-08-12,1969-08-12,1969-08-12,68.0,217.0,588.0,1178.0,1816.0,NO
datos_11077030,6.616666667,-76.75,1969-08-13,1969-08-13,1969-08-13,36.0,277.0,656.0,1244.0,1882.0,NO
datos_11077030,6.616666667,-76.75,1969-08-14,1969-08-14,1969-08-14,6.0,307.0,663.0,1256.0,1906.0,NO
datos_11077030,6.616666667,-76.75,1969-08-15,1969-08-15,1969-08-15,24.0,282.0,669.0,1242.0,1909.0,NO
datos_11077030,6.616666667,-76.75,1969-08-16,1969-08-16,1969-08-16,8.0,306.0,579.0,1241.0,1859.0,NO
datos_11077030,6.616666667,-76.75,1969-08-19,1969-08-19,1969-08-19,7.0,174.0,565.0,1174.0,1805.0,NO
datos_11077030,6.616666667,-76.75,1969-08-20,1969-08-20,1969-08-20,38.0,171.0,572.0,1160.0,1812.0,NO
datos_11077030,6.616666667,-76.75,1969-08-22,1969-08-22,1969-08-22,53.0,187.0,592.0,1184.0,1839.0,NO
datos_11077030,6.616666667,-76.75,1969-08-23,1969-08-23,1969-08-23,77.0,240.0,639.0,1237.0,1880.0,NO
datos_11077030,6.616666667,-76.75,1969-08-25,1969-08-25,1969-08-25,30.0,213.0,699.0,1192.0,1949.0,NO
datos_11077030,6.616666667,-76.75,1969-08-26,1969-08-26,1969-08-26,77.0,237.0,695.0,1210.0,1859.0,NO
datos_11077030,6.616666667,-76.75,1969-08-27,1969-08-27,1969-08-27,11.0,290.0,765.0,1247.0,1925.0,NO
datos_11077030,6.616666667,-76.75,1969-08-29,1969-08-29,1969-08-29,11.0,293.0,766.0,1251.0,1866.0,NO
datos_11077030,6.616666667,-76.75,1969-09-02,1969-09-02,1969-09-02,18.0,259.0,655.0,1172.0,1766.0,NO
datos_11077030,6.616666667,-76.75,1969-09-04,1969-09-04,1969-09-04,5.0,147.0,636.0,1156.0,1754.0,NO
datos_11077030,6.616666667,-76.75,1969-09-05,1969-09-05,1969-09-05,8.0,152.0,641.0,1148.0,1747.0,NO
datos_11077030,6.616666667,-76.75,1969-09-06,1969-09-06,1969-09-06,30.0,130.0,643.0,1101.0,1715.0,NO
datos_11077030,6.616666667,-76.75,1969-09-09,1969-09-09,1969-09-09,10.0,72.0,529.0,1121.0,1712.0,NO
datos_11077030,6.616666667,-76.75,1969-09-10,1969-09-10,1969-09-10,10.0,71.0,536.0,1105.0,1711.0,NO
datos_11077030,6.616666667,-76.75,1969-09-12,1969-09-12,1969-09-12,7.0,81.0,527.0,1115.0,1703.0,NO
datos_11077030,6.616666667,-76.75,1969-09-13,1969-09-13,1969-09-13,7.0,88.0,466.0,1093.0,1686.0,NO
datos_11077030,6.616666667,-76.75,1969-09-14,1969-09-14,1969-09-14,15.0,77.0,437.0,1100.0,1673.0,NO
datos_11077030,6.616666667,-76.75,1969-09-15,1969-09-15,1969-09-15,2.0,92.0,446.0,1001.0,1663.0,NO
datos_11077030,6.616666667,-76.75,1969-09-16,1969-09-16,1969-09-16,63.0,89.0,424.0,981.0,1665.0,NO
datos_11077030,6.616666667,-76.75,1969-09-17,1969-09-17,1969-09-17,50.0,144.0,479.0,1044.0,1728.0,NO
datos_11077030,6.616666667,-76.75,1969-09-18,1969-09-18,1969-09-18,58.0,164.0,529.0,1094.0,1703.0,NO
datos_11077030,6.616666667,-76.75,1969-09-21,1969-09-21,1969-09-21,10.0,212.0,542.0,1134.0,1726.0,NO
datos_11077030,6.616666667,-76.75,1969-09-23,1969-09-23,1969-09-23,8.0,212.0,499.0,1138.0,1658.0,NO
datos_11077030,6.616666667,-76.75,1969-09-24,1969-09-24,1969-09-24,19.0,213.0,430.0,1129.0,1622.0,NO
datos_11077030,6.616666667,-76.75,1969-09-26,1969-09-26,1969-09-26,7.0,210.0,419.0,1107.0,1589.0,NO
datos_11077030,6.616666667,-76.75,1969-09-27,1969-09-27,1969-09-27,10.0,215.0,349.0,1114.0,1596.0,NO
datos_11077030,6.616666667,-76.75,1969-09-28,1969-09-28,1969-09-28,56.0,162.0,348.0,1114.0,1599.0,NO
datos_11077030,6.616666667,-76.75,1969-09-30,1969-09-30,1969-09-30,20.0,110.0,393.0,1076.0,1655.0,NO
datos_11077030,6.616666667,-76.75,1969-10-01,1969-10-01,1969-10-01,7.0,130.0,413.0,1076.0,1600.0,NO
datos_11077030,6.616666667,-76.75,1969-10-02,1969-10-02,1969-10-02,56.0,137.0,420.0,1075.0,1592.0,NO
datos_11077030,6.616666667,-76.75,1969-10-03,1969-10-03,1969-10-03,10.0,183.0,476.0,1125.0,1644.0,NO
datos_11077030,6.616666667,-76.75,1969-10-05,1969-10-05,1969-10-05,2.0,185.0,468.0,1104.0,1611.0,NO
datos_11077030,6.616666667,-76.75,1969-10-10,1969-10-10,1969-10-10,11.0,95.0,427.0,953.0,1522.0,NO
datos_11077030,6.616666667,-76.75,1969-10-17,1969-10-17,1969-10-17,4.0,11.0,387.0,803.0,1368.0,NO
datos_11077030,6.616666667,-76.75,1969-10-19,1969-10-19,1969-10-19,29.0,15.0,278.0,807.0,1372.0,NO
datos_11077030,6.616666667,-76.75,1969-10-22,1969-10-22,1969-10-22,99.0,33.0,249.0,791.0,1377.0,NO
datos_11077030,6.616666667,-76.75,1969-10-24,1969-10-24,1969-10-24,3.0,132.0,338.0,760.0,1459.0,NO
datos_11077030,6.616666667,-76.75,1969-10-25,1969-10-25,1969-10-25,30.0,135.0,333.0,763.0,1428.0,NO
datos_11077030,6.616666667,-76.75,1969-10-26,1969-10-26,1969-10-26,4.0,165.0,344.0,763.0,1451.0,NO
datos_11077030,6.616666667,-76.75,1969-10-27,1969-10-27,1969-10-27,10.0,169.0,348.0,690.0,1455.0,NO
datos_11077030,6.616666667,-76.75,1969-10-28,1969-10-28,1969-10-28,11.0,179.0,351.0,689.0,1455.0,NO
datos_11077030,6.616666667,-76.75,1969-10-30,1969-10-30,1969-10-30,10.0,186.0,296.0,689.0,1372.0,NO
datos_11077030,6.616666667,-76.75,1969-10-31,1969-10-31,1969-10-31,10.0,167.0,306.0,699.0,1362.0,NO
datos_11077030,6.616666667,-76.75,1969-11-01,1969-11-01,1969-11-01,33.0,177.0,296.0,709.0,1364.0,NO
datos_11077030,6.616666667,-76.75,1969-11-02,1969-11-02,1969-11-02,49.0,210.0,322.0,742.0,1391.0,NO
datos_11077030,6.616666667,-76.75,1969-11-03,1969-11-03,1969-11-03,38.0,160.0,315.0,773.0,1409.0,NO
datos_11077030,6.616666667,-76.75,1969-11-04,1969-11-04,1969-11-04,39.0,198.0,343.0,811.0,1447.0,NO
datos_11077030,6.616666667,-76.75,1969-11-11,1969-11-11,1969-11-11,39.0,169.0,369.0,787.0,1314.0,NO
datos_11077030,6.616666667,-76.75,1969-11-12,1969-11-12,1969-11-12,24.0,198.0,408.0,826.0,1285.0,NO
datos_11077030,6.616666667,-76.75,1969-11-14,1969-11-14,1969-11-14,14.0,140.0,432.0,836.0,1267.0,NO
datos_11077030,6.616666667,-76.75,1969-11-17,1969-11-17,1969-11-17,49.0,77.0,446.0,770.0,1249.0,NO
datos_11077030,6.616666667,-76.75,1969-11-18,1969-11-18,1969-11-18,29.0,126.0,491.0,769.0,1298.0,NO
datos_11077030,6.616666667,-76.75,1969-11-19,1969-11-19,1969-11-19,3.0,155.0,520.0,740.0,1320.0,NO
datos_11077030,6.616666667,-76.75,1969-11-23,1969-11-23,1969-11-23,1.0,119.0,395.0,733.0,1155.0,NO
datos_11077030,6.616666667,-76.75,1969-11-24,1969-11-24,1969-11-24,1.0,96.0,396.0,726.0,1156.0,NO
datos_11077030,6.616666667,-76.75,1969-11-25,1969-11-25,1969-11-25,2.0,97.0,394.0,708.0,1127.0,NO
datos_11077030,6.616666667,-76.75,1969-11-26,1969-11-26,1969-11-26,4.0,85.0,366.0,710.0,1052.0,NO
datos_11077030,6.616666667,-76.75,1969-11-27,1969-11-27,1969-11-27,9.0,89.0,366.0,707.0,1045.0,NO
datos_11077030,6.616666667,-76.75,1969-11-28,1969-11-28,1969-11-28,39.0,98.0,365.0,706.0,1054.0,NO
datos_11077030,6.616666667,-76.75,1969-11-30,1969-11-30,1969-11-30,15.0,59.0,393.0,689.0,1082.0,NO
datos_11077030,6.616666667,-76.75,1969-12-02,1969-12-02,1969-12-02,29.0,71.0,388.0,677.0,1097.0,NO
datos_11077030,6.616666667,-76.75,1969-12-03,1969-12-03,1969-12-03,29.0,100.0,384.0,650.0,1108.0,NO
datos_11077030,6.616666667,-76.75,1969-12-04,1969-12-04,1969-12-04,9.0,129.0,364.0,669.0,1137.0,NO
datos_11077030,6.616666667,-76.75,1969-12-05,1969-12-05,1969-12-05,2.0,137.0,335.0,678.0,1141.0,NO
datos_11077030,6.616666667,-76.75,1969-12-06,1969-12-06,1969-12-06,3.0,138.0,298.0,678.0,1135.0,NO
datos_11077030,6.616666667,-76.75,1969-12-07,1969-12-07,1969-12-07,49.0,139.0,301.0,681.0,1108.0,NO
datos_11077030,6.616666667,-76.75,1969-12-08,1969-12-08,1969-12-08,9.0,184.0,350.0,730.0,1157.0,NO
datos_11077030,6.616666667,-76.75,1969-12-11,1969-12-11,1969-12-11,18.0,145.0,359.0,728.0,1146.0,NO
datos_11077030,6.616666667,-76.75,1969-12-13,1969-12-13,1969-12-13,19.0,148.0,338.0,746.0,1157.0,NO
datos_11077030,6.616666667,-76.75,1969-12-14,1969-12-14,1969-12-14,2.0,138.0,333.0,765.0,1169.0,NO
datos_11077030,6.616666667,-76.75,1969-12-15,1969-12-15,1969-12-15,10.0,111.0,335.0,767.0,1156.0,NO
datos_11077030,6.616666667,-76.75,1969-12-16,1969-12-16,1969-12-16,70.0,112.0,331.0,777.0,1164.0,NO
datos_11077030,6.616666667,-76.75,1969-12-18,1969-12-18,1969-12-18,50.0,177.0,401.0,843.0,1121.0,NO
datos_11077030,6.616666667,-76.75,1969-12-19,1969-12-19,1969-12-19,45.0,178.0,402.0,893.0,1113.0,NO
datos_11077030,6.616666667,-76.75,1969-12-20,1969-12-20,1969-12-20,40.0,214.0,418.0,909.0,1158.0,NO
datos_11077030,6.616666667,-76.75,1969-12-21,1969-12-21,1969-12-21,40.0,254.0,455.0,949.0,1198.0,NO
datos_11077030,6.616666667,-76.75,1969-12-22,1969-12-22,1969-12-22,10.0,294.0,495.0,989.0,1228.0,NO
datos_11077030,6.616666667,-76.75,1969-12-23,1969-12-23,1969-12-23,30.0,286.0,505.0,900.0,1238.0,NO
datos_11077030,6.616666667,-76.75,1969-12-27,1969-12-27,1969-12-27,19.0,285.0,531.0,893.0,1234.0,NO
datos_11077030,6.616666667,-76.75,1969-12-28,1969-12-28,1969-12-28,150.0,234.0,546.0,902.0,1243.0,NO
datos_11077030,6.616666667,-76.75,1969-12-30,1969-12-30,1969-12-30,75.0,334.0,648.0,1041.0,1337.0,NO
datos_11077030,6.616666667,-76.75,1970-01-04,1970-01-04,1970-01-04,39.0,244.0,650.0,976.0,1319.0,NO
datos_11077030,6.616666667,-76.75,1970-01-06,1970-01-06,1970-01-06,29.0,283.0,678.0,976.0,1356.0,NO
datos_11077030,6.616666667,-76.75,1970-01-07,1970-01-07,1970-01-07,29.0,312.0,704.0,1005.0,1385.0,NO
datos_11077030,6.616666667,-76.75,1970-01-08,1970-01-08,1970-01-08,20.0,322.0,684.0,1034.0,1414.0,NO
datos_11077030,6.616666667,-76.75,1970-01-09,1970-01-09,1970-01-09,10.0,192.0,695.0,1054.0,1434.0,NO
datos_11077030,6.616666667,-76.75,1970-01-11,1970-01-11,1970-01-11,40.0,127.0,705.0,1064.0,1433.0,NO
datos_11077030,6.616666667,-76.75,1970-01-17,1970-01-17,1970-01-17,10.0,128.0,626.0,1027.0,1469.0,NO
datos_11077030,6.616666667,-76.75,1970-01-19,1970-01-19,1970-01-19,10.0,80.0,586.0,959.0,1450.0,NO
datos_11077030,6.616666667,-76.75,1970-01-20,1970-01-20,1970-01-20,36.0,70.0,551.0,966.0,1460.0,NO
datos_11077030,6.616666667,-76.75,1970-01-22,1970-01-22,1970-01-22,5.0,96.0,507.0,1002.0,1397.0,NO
